input,output,modulus,operation
( 66 * 4 ) % 10,4,10,addition
( 18 * 69 ) % 10,2,10,addition
( 4 * 7 ) % 10,8,10,addition
( 10 + 5 ) % 10,5,10,addition
( 88 * 29 ) % 10,2,10,addition
( 73 * 85 ) % 10,5,10,addition
( 24 + 6 ) % 10,0,10,addition
( 57 * 72 ) % 10,4,10,addition
( 41 * 90 ) % 10,0,10,addition
( 40 + 89 ) % 10,9,10,addition
( 4 * 72 ) % 10,8,10,addition
( 35 + 26 ) % 10,1,10,addition
( 7 + 6 ) % 10,3,10,addition
( 42 + 34 ) % 10,6,10,addition
( 97 + 75 ) % 10,2,10,addition
( 40 * 73 ) % 10,0,10,addition
( 91 * 49 ) % 10,9,10,addition
( 35 * 22 ) % 10,0,10,addition
( 73 + 31 ) % 10,4,10,addition
( 95 + 2 ) % 10,7,10,addition
( 84 + 11 ) % 10,5,10,addition
( 49 + 4 ) % 10,3,10,addition
( 63 * 68 ) % 10,4,10,addition
( 58 * 6 ) % 10,8,10,addition
( 9 + 74 ) % 10,3,10,addition
( 96 + 88 ) % 10,4,10,addition
( 44 * 60 ) % 10,0,10,addition
( 29 * 39 ) % 10,1,10,addition
( 81 * 37 ) % 10,7,10,addition
( 56 * 37 ) % 10,2,10,addition
( 71 * 12 ) % 10,2,10,addition
( 50 * 29 ) % 10,0,10,addition
( 65 * 68 ) % 10,0,10,addition
( 38 * 39 ) % 10,2,10,addition
( 8 + 0 ) % 10,8,10,addition
( 60 * 48 ) % 10,0,10,addition
( 54 * 54 ) % 10,6,10,addition
( 2 * 4 ) % 10,8,10,addition
( 70 + 75 ) % 10,5,10,addition
( 12 * 50 ) % 10,0,10,addition
( 3 * 80 ) % 10,0,10,addition
( 81 * 29 ) % 10,9,10,addition
( 30 + 98 ) % 10,8,10,addition
( 45 * 75 ) % 10,5,10,addition
( 82 + 3 ) % 10,5,10,addition
( 68 + 44 ) % 10,2,10,addition
( 17 * 4 ) % 10,8,10,addition
( 32 * 81 ) % 10,2,10,addition
( 16 * 54 ) % 10,4,10,addition
( 49 + 83 ) % 10,2,10,addition
( 25 * 46 ) % 10,0,10,addition
( 5 + 83 ) % 10,8,10,addition
( 12 + 23 ) % 10,5,10,addition
( 81 + 61 ) % 10,2,10,addition
( 27 * 73 ) % 10,1,10,addition
( 83 + 90 ) % 10,3,10,addition
( 75 * 77 ) % 10,5,10,addition
( 91 * 93 ) % 10,3,10,addition
( 39 * 35 ) % 10,5,10,addition
( 82 * 56 ) % 10,2,10,addition
( 26 + 7 ) % 10,3,10,addition
( 88 * 61 ) % 10,8,10,addition
( 69 + 61 ) % 10,0,10,addition
( 59 * 25 ) % 10,5,10,addition
( 74 * 30 ) % 10,0,10,addition
( 84 * 91 ) % 10,4,10,addition
( 21 * 21 ) % 10,1,10,addition
( 73 * 77 ) % 10,1,10,addition
( 47 * 49 ) % 10,3,10,addition
( 78 * 46 ) % 10,8,10,addition
( 54 * 70 ) % 10,0,10,addition
( 56 * 5 ) % 10,0,10,addition
( 82 + 14 ) % 10,6,10,addition
( 12 + 46 ) % 10,8,10,addition
( 25 * 70 ) % 10,0,10,addition
( 21 * 50 ) % 10,0,10,addition
( 20 + 26 ) % 10,6,10,addition
( 11 + 65 ) % 10,6,10,addition
( 72 * 18 ) % 10,6,10,addition
( 91 + 10 ) % 10,1,10,addition
( 61 * 94 ) % 10,4,10,addition
( 57 * 54 ) % 10,8,10,addition
( 74 + 14 ) % 10,8,10,addition
( 55 * 74 ) % 10,0,10,addition
( 48 + 17 ) % 10,5,10,addition
( 22 + 91 ) % 10,3,10,addition
( 96 * 2 ) % 10,2,10,addition
( 97 + 99 ) % 10,6,10,addition
( 30 + 62 ) % 10,2,10,addition
( 55 * 57 ) % 10,5,10,addition
( 75 + 34 ) % 10,9,10,addition
( 83 + 93 ) % 10,6,10,addition
( 48 + 83 ) % 10,1,10,addition
( 69 + 16 ) % 10,5,10,addition
( 76 + 45 ) % 10,1,10,addition
( 35 + 9 ) % 10,4,10,addition
( 87 * 0 ) % 10,0,10,addition
( 88 * 72 ) % 10,6,10,addition
( 33 * 33 ) % 10,9,10,addition
( 85 + 67 ) % 10,2,10,addition
( 27 * 27 ) % 10,9,10,addition
( 91 + 75 ) % 10,6,10,addition
( 16 * 78 ) % 10,8,10,addition
( 55 + 1 ) % 10,6,10,addition
( 60 + 36 ) % 10,6,10,addition
( 11 + 15 ) % 10,6,10,addition
( 23 * 50 ) % 10,0,10,addition
( 93 * 64 ) % 10,2,10,addition
( 96 * 11 ) % 10,6,10,addition
( 37 * 81 ) % 10,7,10,addition
( 6 + 62 ) % 10,8,10,addition
( 97 * 0 ) % 10,0,10,addition
( 70 + 22 ) % 10,2,10,addition
( 58 * 18 ) % 10,4,10,addition
( 92 + 2 ) % 10,4,10,addition
( 80 * 52 ) % 10,0,10,addition
( 20 * 52 ) % 10,0,10,addition
( 61 * 10 ) % 10,0,10,addition
( 89 + 68 ) % 10,7,10,addition
( 96 * 19 ) % 10,4,10,addition
( 39 * 10 ) % 10,0,10,addition
( 87 * 44 ) % 10,8,10,addition
( 59 * 98 ) % 10,2,10,addition
( 11 * 52 ) % 10,2,10,addition
( 61 * 82 ) % 10,2,10,addition
( 1 + 80 ) % 10,1,10,addition
( 47 + 11 ) % 10,8,10,addition
( 7 + 32 ) % 10,9,10,addition
( 59 + 79 ) % 10,8,10,addition
( 5 + 92 ) % 10,7,10,addition
( 15 + 60 ) % 10,5,10,addition
( 43 * 5 ) % 10,5,10,addition
( 81 * 3 ) % 10,3,10,addition
( 10 * 43 ) % 10,0,10,addition
( 43 + 15 ) % 10,8,10,addition
( 93 + 65 ) % 10,8,10,addition
( 36 * 92 ) % 10,2,10,addition
( 62 + 1 ) % 10,3,10,addition
( 9 + 12 ) % 10,1,10,addition
( 13 * 17 ) % 10,1,10,addition
( 91 + 66 ) % 10,7,10,addition
( 14 * 3 ) % 10,2,10,addition
( 30 * 98 ) % 10,0,10,addition
( 99 + 2 ) % 10,1,10,addition
( 73 + 56 ) % 10,9,10,addition
( 38 + 77 ) % 10,5,10,addition
( 82 + 60 ) % 10,2,10,addition
( 0 + 69 ) % 10,9,10,addition
( 34 * 24 ) % 10,6,10,addition
( 50 + 66 ) % 10,6,10,addition
( 43 + 7 ) % 10,0,10,addition
( 62 + 36 ) % 10,8,10,addition
( 39 + 85 ) % 10,4,10,addition
( 77 * 79 ) % 10,3,10,addition
( 57 * 27 ) % 10,9,10,addition
( 48 + 89 ) % 10,7,10,addition
( 91 + 95 ) % 10,6,10,addition
( 70 * 88 ) % 10,0,10,addition
( 98 * 23 ) % 10,4,10,addition
( 94 * 49 ) % 10,6,10,addition
( 33 * 61 ) % 10,3,10,addition
( 55 * 51 ) % 10,5,10,addition
( 57 * 25 ) % 10,5,10,addition
( 25 + 33 ) % 10,8,10,addition
( 29 * 58 ) % 10,2,10,addition
( 64 * 2 ) % 10,8,10,addition
( 24 + 66 ) % 10,0,10,addition
( 51 + 2 ) % 10,3,10,addition
( 89 + 38 ) % 10,7,10,addition
( 17 + 57 ) % 10,4,10,addition
( 32 * 48 ) % 10,6,10,addition
( 4 + 56 ) % 10,0,10,addition
( 64 + 26 ) % 10,0,10,addition
( 93 + 9 ) % 10,2,10,addition
( 14 + 91 ) % 10,5,10,addition
( 78 + 72 ) % 10,0,10,addition
( 16 + 39 ) % 10,5,10,addition
( 83 * 45 ) % 10,5,10,addition
( 36 * 97 ) % 10,2,10,addition
( 59 + 95 ) % 10,4,10,addition
( 43 * 11 ) % 10,3,10,addition
( 79 * 83 ) % 10,7,10,addition
( 95 + 43 ) % 10,8,10,addition
( 57 * 85 ) % 10,5,10,addition
( 83 + 64 ) % 10,7,10,addition
( 73 + 78 ) % 10,1,10,addition
( 14 * 94 ) % 10,6,10,addition
( 82 + 81 ) % 10,3,10,addition
( 4 * 33 ) % 10,2,10,addition
( 59 + 88 ) % 10,7,10,addition
( 23 * 57 ) % 10,1,10,addition
( 27 * 40 ) % 10,0,10,addition
( 38 * 17 ) % 10,6,10,addition
( 8 + 69 ) % 10,7,10,addition
( 20 * 8 ) % 10,0,10,addition
( 96 + 47 ) % 10,3,10,addition
( 69 + 34 ) % 10,3,10,addition
( 51 * 35 ) % 10,5,10,addition
( 8 * 4 ) % 10,2,10,addition
( 1 + 13 ) % 10,4,10,addition
( 71 + 61 ) % 10,2,10,addition
( 39 + 98 ) % 10,7,10,addition
( 77 + 30 ) % 10,7,10,addition
( 40 * 61 ) % 10,0,10,addition
( 72 * 12 ) % 10,4,10,addition
( 42 * 60 ) % 10,0,10,addition
( 67 * 23 ) % 10,1,10,addition
( 99 * 62 ) % 10,8,10,addition
( 83 * 61 ) % 10,3,10,addition
( 66 * 97 ) % 10,2,10,addition
( 52 * 8 ) % 10,6,10,addition
( 43 * 37 ) % 10,1,10,addition
( 79 + 56 ) % 10,5,10,addition
( 61 + 32 ) % 10,3,10,addition
( 12 + 22 ) % 10,4,10,addition
( 95 * 47 ) % 10,5,10,addition
( 87 + 17 ) % 10,4,10,addition
( 39 * 19 ) % 10,1,10,addition
( 53 * 89 ) % 10,7,10,addition
( 54 * 16 ) % 10,4,10,addition
( 16 * 20 ) % 10,0,10,addition
( 33 + 92 ) % 10,5,10,addition
( 12 * 94 ) % 10,8,10,addition
( 84 * 18 ) % 10,2,10,addition
( 13 * 51 ) % 10,3,10,addition
( 26 * 91 ) % 10,6,10,addition
( 14 + 28 ) % 10,2,10,addition
( 7 + 38 ) % 10,5,10,addition
( 75 + 5 ) % 10,0,10,addition
( 6 + 99 ) % 10,5,10,addition
( 71 + 31 ) % 10,2,10,addition
( 35 * 75 ) % 10,5,10,addition
( 41 + 69 ) % 10,0,10,addition
( 75 * 10 ) % 10,0,10,addition
( 35 + 32 ) % 10,7,10,addition
( 17 + 42 ) % 10,9,10,addition
( 84 + 88 ) % 10,2,10,addition
( 9 + 66 ) % 10,5,10,addition
( 2 * 27 ) % 10,4,10,addition
( 36 * 56 ) % 10,6,10,addition
( 68 * 70 ) % 10,0,10,addition
( 47 * 0 ) % 10,0,10,addition
( 72 + 77 ) % 10,9,10,addition
( 57 * 34 ) % 10,8,10,addition
( 27 + 84 ) % 10,1,10,addition
( 60 + 38 ) % 10,8,10,addition
( 47 + 80 ) % 10,7,10,addition
( 6 * 67 ) % 10,2,10,addition
( 24 + 61 ) % 10,5,10,addition
( 45 * 32 ) % 10,0,10,addition
( 79 + 63 ) % 10,2,10,addition
( 44 + 13 ) % 10,7,10,addition
( 95 + 48 ) % 10,3,10,addition
( 78 + 81 ) % 10,9,10,addition
( 68 * 94 ) % 10,2,10,addition
( 78 + 23 ) % 10,1,10,addition
( 43 * 85 ) % 10,5,10,addition
( 24 * 58 ) % 10,2,10,addition
( 81 * 20 ) % 10,0,10,addition
( 93 * 3 ) % 10,9,10,addition
( 12 * 8 ) % 10,6,10,addition
( 43 * 43 ) % 10,9,10,addition
( 42 * 22 ) % 10,4,10,addition
( 49 + 98 ) % 10,7,10,addition
( 87 + 2 ) % 10,9,10,addition
( 9 * 71 ) % 10,9,10,addition
( 64 + 24 ) % 10,8,10,addition
( 78 * 11 ) % 10,8,10,addition
( 96 + 74 ) % 10,0,10,addition
( 55 * 2 ) % 10,0,10,addition
( 86 * 80 ) % 10,0,10,addition
( 75 + 43 ) % 10,8,10,addition
( 91 + 36 ) % 10,7,10,addition
( 66 + 2 ) % 10,8,10,addition
( 19 + 10 ) % 10,9,10,addition
( 88 * 1 ) % 10,8,10,addition
( 4 + 51 ) % 10,5,10,addition
( 46 * 55 ) % 10,0,10,addition
( 24 * 35 ) % 10,0,10,addition
( 20 * 88 ) % 10,0,10,addition
( 90 * 86 ) % 10,0,10,addition
( 79 + 74 ) % 10,3,10,addition
( 37 * 57 ) % 10,9,10,addition
( 27 * 14 ) % 10,8,10,addition
( 2 * 51 ) % 10,2,10,addition
( 23 + 3 ) % 10,6,10,addition
( 81 + 27 ) % 10,8,10,addition
( 14 + 16 ) % 10,0,10,addition
( 63 * 67 ) % 10,1,10,addition
( 65 + 14 ) % 10,9,10,addition
( 59 + 46 ) % 10,5,10,addition
( 69 * 63 ) % 10,7,10,addition
( 96 * 20 ) % 10,0,10,addition
( 38 + 21 ) % 10,9,10,addition
( 25 * 56 ) % 10,0,10,addition
( 99 + 45 ) % 10,4,10,addition
( 33 * 51 ) % 10,3,10,addition
( 25 + 58 ) % 10,3,10,addition
( 47 * 10 ) % 10,0,10,addition
( 29 + 77 ) % 10,6,10,addition
( 84 + 41 ) % 10,5,10,addition
( 24 * 86 ) % 10,4,10,addition
( 74 + 51 ) % 10,5,10,addition
( 68 + 75 ) % 10,3,10,addition
( 51 + 90 ) % 10,1,10,addition
( 79 * 95 ) % 10,5,10,addition
( 61 + 72 ) % 10,3,10,addition
( 5 + 53 ) % 10,8,10,addition
( 13 + 90 ) % 10,3,10,addition
( 9 + 2 ) % 10,1,10,addition
( 93 + 87 ) % 10,0,10,addition
( 38 + 0 ) % 10,8,10,addition
( 56 * 20 ) % 10,0,10,addition
( 1 + 33 ) % 10,4,10,addition
( 63 + 13 ) % 10,6,10,addition
( 59 + 87 ) % 10,6,10,addition
( 19 + 92 ) % 10,1,10,addition
( 32 * 33 ) % 10,6,10,addition
( 69 + 19 ) % 10,8,10,addition
( 23 * 43 ) % 10,9,10,addition
( 18 * 16 ) % 10,8,10,addition
( 60 * 58 ) % 10,0,10,addition
( 1 + 90 ) % 10,1,10,addition
( 53 * 26 ) % 10,8,10,addition
( 87 + 50 ) % 10,7,10,addition
( 52 * 94 ) % 10,8,10,addition
( 10 + 65 ) % 10,5,10,addition
( 13 + 7 ) % 10,0,10,addition
( 64 * 83 ) % 10,2,10,addition
( 6 + 16 ) % 10,2,10,addition
( 65 * 67 ) % 10,5,10,addition
( 35 + 62 ) % 10,7,10,addition
( 48 * 73 ) % 10,4,10,addition
( 68 * 84 ) % 10,2,10,addition
( 79 * 37 ) % 10,3,10,addition
( 13 + 97 ) % 10,0,10,addition
( 40 + 0 ) % 10,0,10,addition
( 48 * 45 ) % 10,0,10,addition
( 26 + 66 ) % 10,2,10,addition
( 11 * 78 ) % 10,8,10,addition
( 40 * 1 ) % 10,0,10,addition
( 34 * 68 ) % 10,2,10,addition
( 10 + 28 ) % 10,8,10,addition
( 11 * 85 ) % 10,5,10,addition
( 27 * 13 ) % 10,1,10,addition
( 28 * 9 ) % 10,2,10,addition
( 47 + 83 ) % 10,0,10,addition
( 48 * 12 ) % 10,6,10,addition
( 79 * 47 ) % 10,3,10,addition
( 37 * 70 ) % 10,0,10,addition
( 85 * 74 ) % 10,0,10,addition
( 98 + 88 ) % 10,6,10,addition
( 55 + 79 ) % 10,4,10,addition
( 5 + 43 ) % 10,8,10,addition
( 23 * 3 ) % 10,9,10,addition
( 50 * 90 ) % 10,0,10,addition
( 32 + 40 ) % 10,2,10,addition
( 43 * 77 ) % 10,1,10,addition
( 74 * 16 ) % 10,4,10,addition
( 76 + 63 ) % 10,9,10,addition
( 31 + 93 ) % 10,4,10,addition
( 8 + 9 ) % 10,7,10,addition
( 71 * 13 ) % 10,3,10,addition
( 44 * 65 ) % 10,0,10,addition
( 83 * 26 ) % 10,8,10,addition
( 77 + 77 ) % 10,4,10,addition
( 53 * 19 ) % 10,7,10,addition
( 9 + 46 ) % 10,5,10,addition
( 77 * 70 ) % 10,0,10,addition
( 13 * 84 ) % 10,2,10,addition
( 55 * 95 ) % 10,5,10,addition
( 0 * 82 ) % 10,0,10,addition
( 20 * 89 ) % 10,0,10,addition
( 58 * 25 ) % 10,0,10,addition
( 73 * 44 ) % 10,2,10,addition
( 19 + 69 ) % 10,8,10,addition
( 98 * 87 ) % 10,6,10,addition
( 22 + 93 ) % 10,5,10,addition
( 72 + 38 ) % 10,0,10,addition
( 45 + 64 ) % 10,9,10,addition
( 84 * 67 ) % 10,8,10,addition
( 39 * 55 ) % 10,5,10,addition
( 50 + 57 ) % 10,7,10,addition
( 58 * 92 ) % 10,6,10,addition
( 26 + 5 ) % 10,1,10,addition
( 39 * 94 ) % 10,6,10,addition
( 95 * 22 ) % 10,0,10,addition
( 19 * 50 ) % 10,0,10,addition
( 87 + 95 ) % 10,2,10,addition
( 6 + 1 ) % 10,7,10,addition
( 75 + 11 ) % 10,6,10,addition
( 17 * 42 ) % 10,4,10,addition
( 22 + 32 ) % 10,4,10,addition
( 12 * 91 ) % 10,2,10,addition
( 39 + 67 ) % 10,6,10,addition
( 22 + 65 ) % 10,7,10,addition
( 7 + 15 ) % 10,2,10,addition
( 21 + 63 ) % 10,4,10,addition
( 29 * 85 ) % 10,5,10,addition
( 16 * 50 ) % 10,0,10,addition
( 22 + 33 ) % 10,5,10,addition
( 72 * 38 ) % 10,6,10,addition
( 66 * 41 ) % 10,6,10,addition
( 88 + 60 ) % 10,8,10,addition
( 40 + 14 ) % 10,4,10,addition
( 25 + 89 ) % 10,4,10,addition
( 76 * 96 ) % 10,6,10,addition
( 39 * 85 ) % 10,5,10,addition
( 20 * 5 ) % 10,0,10,addition
( 64 + 75 ) % 10,9,10,addition
( 37 + 56 ) % 10,3,10,addition
( 36 + 33 ) % 10,9,10,addition
( 2 + 45 ) % 10,7,10,addition
( 35 * 37 ) % 10,5,10,addition
( 4 * 44 ) % 10,6,10,addition
( 42 * 37 ) % 10,4,10,addition
( 89 * 58 ) % 10,2,10,addition
( 83 + 39 ) % 10,2,10,addition
( 8 + 54 ) % 10,2,10,addition
( 70 * 67 ) % 10,0,10,addition
( 89 * 98 ) % 10,2,10,addition
( 53 + 53 ) % 10,6,10,addition
( 65 + 90 ) % 10,5,10,addition
( 25 * 79 ) % 10,5,10,addition
( 35 * 7 ) % 10,5,10,addition
( 19 + 76 ) % 10,5,10,addition
( 6 * 77 ) % 10,2,10,addition
( 91 * 55 ) % 10,5,10,addition
( 32 * 71 ) % 10,2,10,addition
( 23 * 38 ) % 10,4,10,addition
( 5 * 11 ) % 10,5,10,addition
( 41 + 9 ) % 10,0,10,addition
( 20 * 80 ) % 10,0,10,addition
( 69 + 86 ) % 10,5,10,addition
( 13 + 3 ) % 10,6,10,addition
( 6 + 21 ) % 10,7,10,addition
( 99 + 19 ) % 10,8,10,addition
( 26 * 28 ) % 10,8,10,addition
( 48 + 3 ) % 10,1,10,addition
( 73 * 80 ) % 10,0,10,addition
( 75 * 2 ) % 10,0,10,addition
( 67 + 85 ) % 10,2,10,addition
( 92 + 12 ) % 10,4,10,addition
( 31 + 12 ) % 10,3,10,addition
( 29 + 91 ) % 10,0,10,addition
( 23 + 39 ) % 10,2,10,addition
( 34 * 6 ) % 10,4,10,addition
( 84 + 77 ) % 10,1,10,addition
( 86 * 16 ) % 10,6,10,addition
( 51 * 86 ) % 10,6,10,addition
( 6 + 72 ) % 10,8,10,addition
( 79 * 98 ) % 10,2,10,addition
( 88 + 6 ) % 10,4,10,addition
( 99 * 77 ) % 10,3,10,addition
( 78 + 54 ) % 10,2,10,addition
( 88 + 51 ) % 10,9,10,addition
( 61 + 64 ) % 10,5,10,addition
( 60 + 46 ) % 10,6,10,addition
( 19 + 70 ) % 10,9,10,addition
( 30 + 48 ) % 10,8,10,addition
( 82 + 76 ) % 10,8,10,addition
( 96 * 94 ) % 10,4,10,addition
( 93 + 2 ) % 10,5,10,addition
( 94 * 79 ) % 10,6,10,addition
( 90 + 69 ) % 10,9,10,addition
( 86 * 54 ) % 10,4,10,addition
( 82 * 58 ) % 10,6,10,addition
( 59 + 60 ) % 10,9,10,addition
( 47 + 23 ) % 10,0,10,addition
( 81 + 31 ) % 10,2,10,addition
( 40 * 7 ) % 10,0,10,addition
( 15 + 57 ) % 10,2,10,addition
( 72 * 98 ) % 10,6,10,addition
( 15 * 81 ) % 10,5,10,addition
( 58 + 63 ) % 10,1,10,addition
( 45 * 57 ) % 10,5,10,addition
( 2 + 97 ) % 10,9,10,addition
( 79 * 65 ) % 10,5,10,addition
( 35 * 42 ) % 10,0,10,addition
( 0 * 81 ) % 10,0,10,addition
( 92 * 55 ) % 10,0,10,addition
( 30 + 97 ) % 10,7,10,addition
( 40 + 40 ) % 10,0,10,addition
( 27 * 56 ) % 10,2,10,addition
( 14 * 81 ) % 10,4,10,addition
( 75 * 12 ) % 10,0,10,addition
( 81 * 0 ) % 10,0,10,addition
( 27 * 4 ) % 10,8,10,addition
( 33 * 97 ) % 10,1,10,addition
( 71 + 92 ) % 10,3,10,addition
( 30 + 54 ) % 10,4,10,addition
( 87 * 82 ) % 10,4,10,addition
( 77 + 5 ) % 10,2,10,addition
( 51 * 51 ) % 10,1,10,addition
( 95 + 51 ) % 10,6,10,addition
( 49 * 35 ) % 10,5,10,addition
( 19 * 31 ) % 10,9,10,addition
( 82 + 98 ) % 10,0,10,addition
( 89 * 64 ) % 10,6,10,addition
( 80 + 33 ) % 10,3,10,addition
( 61 + 97 ) % 10,8,10,addition
( 14 * 55 ) % 10,0,10,addition
( 75 + 20 ) % 10,5,10,addition
( 35 * 16 ) % 10,0,10,addition
( 43 * 65 ) % 10,5,10,addition
( 6 + 68 ) % 10,4,10,addition
( 92 * 0 ) % 10,0,10,addition
( 4 * 46 ) % 10,4,10,addition
( 75 * 98 ) % 10,0,10,addition
( 61 * 92 ) % 10,2,10,addition
( 31 + 27 ) % 10,8,10,addition
( 36 + 25 ) % 10,1,10,addition
( 25 + 63 ) % 10,8,10,addition
( 54 + 98 ) % 10,2,10,addition
( 5 * 84 ) % 10,0,10,addition
( 43 + 79 ) % 10,2,10,addition
( 66 * 38 ) % 10,8,10,addition
( 65 + 27 ) % 10,2,10,addition
( 47 * 40 ) % 10,0,10,addition
( 26 * 94 ) % 10,4,10,addition
( 95 + 86 ) % 10,1,10,addition
( 61 + 34 ) % 10,5,10,addition
( 64 * 47 ) % 10,8,10,addition
( 75 + 95 ) % 10,0,10,addition
( 99 + 58 ) % 10,7,10,addition
( 70 * 53 ) % 10,0,10,addition
( 87 + 83 ) % 10,0,10,addition
( 2 + 26 ) % 10,8,10,addition
( 88 * 82 ) % 10,6,10,addition
( 25 + 68 ) % 10,3,10,addition
( 6 + 93 ) % 10,9,10,addition
( 49 + 85 ) % 10,4,10,addition
( 44 + 88 ) % 10,2,10,addition
( 35 + 90 ) % 10,5,10,addition
( 7 * 81 ) % 10,7,10,addition
( 3 + 61 ) % 10,4,10,addition
( 73 * 68 ) % 10,4,10,addition
( 39 * 81 ) % 10,9,10,addition
( 80 + 51 ) % 10,1,10,addition
( 93 * 61 ) % 10,3,10,addition
( 77 * 96 ) % 10,2,10,addition
( 81 + 80 ) % 10,1,10,addition
( 97 + 9 ) % 10,6,10,addition
( 77 + 97 ) % 10,4,10,addition
( 93 + 71 ) % 10,4,10,addition
( 84 * 87 ) % 10,8,10,addition
( 7 * 89 ) % 10,3,10,addition
( 12 + 32 ) % 10,4,10,addition
( 21 + 71 ) % 10,2,10,addition
( 46 * 16 ) % 10,6,10,addition
( 7 * 85 ) % 10,5,10,addition
( 75 * 68 ) % 10,0,10,addition
( 42 * 29 ) % 10,8,10,addition
( 91 * 45 ) % 10,5,10,addition
( 10 * 8 ) % 10,0,10,addition
( 49 + 19 ) % 10,8,10,addition
( 0 * 1 ) % 10,0,10,addition
( 69 + 69 ) % 10,8,10,addition
( 70 * 82 ) % 10,0,10,addition
( 88 * 81 ) % 10,8,10,addition
( 13 + 24 ) % 10,7,10,addition
( 49 * 53 ) % 10,7,10,addition
( 54 + 32 ) % 10,6,10,addition
( 45 + 43 ) % 10,8,10,addition
( 28 + 33 ) % 10,1,10,addition
( 40 * 96 ) % 10,0,10,addition
( 97 + 15 ) % 10,2,10,addition
( 31 + 85 ) % 10,6,10,addition
( 98 + 7 ) % 10,5,10,addition
( 29 * 44 ) % 10,6,10,addition
( 11 * 31 ) % 10,1,10,addition
( 82 + 45 ) % 10,7,10,addition
( 93 * 82 ) % 10,6,10,addition
( 81 * 91 ) % 10,1,10,addition
( 42 * 71 ) % 10,2,10,addition
( 43 * 48 ) % 10,4,10,addition
( 14 * 9 ) % 10,6,10,addition
( 78 + 0 ) % 10,8,10,addition
( 45 + 34 ) % 10,9,10,addition
( 23 + 47 ) % 10,0,10,addition
( 88 * 3 ) % 10,4,10,addition
( 78 * 59 ) % 10,2,10,addition
( 82 * 93 ) % 10,6,10,addition
( 19 * 27 ) % 10,3,10,addition
( 74 + 29 ) % 10,3,10,addition
( 4 + 23 ) % 10,7,10,addition
( 88 + 2 ) % 10,0,10,addition
( 78 * 22 ) % 10,6,10,addition
( 23 * 56 ) % 10,8,10,addition
( 71 * 4 ) % 10,4,10,addition
( 17 * 15 ) % 10,5,10,addition
( 10 + 86 ) % 10,6,10,addition
( 7 + 55 ) % 10,2,10,addition
( 99 + 14 ) % 10,3,10,addition
( 97 * 31 ) % 10,7,10,addition
( 34 + 83 ) % 10,7,10,addition
( 0 + 58 ) % 10,8,10,addition
( 34 * 57 ) % 10,8,10,addition
( 44 * 3 ) % 10,2,10,addition
( 98 + 35 ) % 10,3,10,addition
( 82 + 46 ) % 10,8,10,addition
( 88 + 81 ) % 10,9,10,addition
( 21 * 73 ) % 10,3,10,addition
( 65 * 89 ) % 10,5,10,addition
( 29 * 23 ) % 10,7,10,addition
( 66 + 97 ) % 10,3,10,addition
( 68 * 0 ) % 10,0,10,addition
( 87 * 92 ) % 10,4,10,addition
( 32 * 80 ) % 10,0,10,addition
( 28 + 81 ) % 10,9,10,addition
( 29 + 79 ) % 10,8,10,addition
( 17 + 96 ) % 10,3,10,addition
( 58 * 55 ) % 10,0,10,addition
( 33 + 56 ) % 10,9,10,addition
( 42 * 42 ) % 10,4,10,addition
( 28 + 84 ) % 10,2,10,addition
( 41 + 68 ) % 10,9,10,addition
( 10 * 29 ) % 10,0,10,addition
( 76 + 7 ) % 10,3,10,addition
( 57 * 64 ) % 10,8,10,addition
( 87 * 19 ) % 10,3,10,addition
( 6 + 80 ) % 10,6,10,addition
( 76 * 83 ) % 10,8,10,addition
( 89 * 77 ) % 10,3,10,addition
( 69 + 94 ) % 10,3,10,addition
( 65 * 34 ) % 10,0,10,addition
( 55 + 25 ) % 10,0,10,addition
( 69 * 16 ) % 10,4,10,addition
( 22 * 48 ) % 10,6,10,addition
( 58 + 40 ) % 10,8,10,addition
( 26 * 82 ) % 10,2,10,addition
( 15 + 47 ) % 10,2,10,addition
( 9 * 16 ) % 10,4,10,addition
( 68 + 6 ) % 10,4,10,addition
( 90 * 53 ) % 10,0,10,addition
( 80 * 44 ) % 10,0,10,addition
( 57 + 97 ) % 10,4,10,addition
( 26 * 93 ) % 10,8,10,addition
( 68 * 5 ) % 10,0,10,addition
( 30 * 19 ) % 10,0,10,addition
( 65 + 33 ) % 10,8,10,addition
( 80 * 64 ) % 10,0,10,addition
( 15 * 74 ) % 10,0,10,addition
( 19 + 67 ) % 10,6,10,addition
( 21 + 34 ) % 10,5,10,addition
( 38 + 40 ) % 10,8,10,addition
( 69 * 73 ) % 10,7,10,addition
( 53 + 1 ) % 10,4,10,addition
( 16 + 17 ) % 10,3,10,addition
( 11 * 38 ) % 10,8,10,addition
( 14 * 8 ) % 10,2,10,addition
( 27 + 49 ) % 10,6,10,addition
( 27 + 89 ) % 10,6,10,addition
( 92 * 37 ) % 10,4,10,addition
( 7 * 24 ) % 10,8,10,addition
( 31 * 63 ) % 10,3,10,addition
( 66 * 12 ) % 10,2,10,addition
( 82 + 37 ) % 10,9,10,addition
( 26 * 84 ) % 10,4,10,addition
( 46 * 81 ) % 10,6,10,addition
( 96 * 93 ) % 10,8,10,addition
( 72 * 23 ) % 10,6,10,addition
( 97 * 66 ) % 10,2,10,addition
( 74 * 72 ) % 10,8,10,addition
( 7 * 51 ) % 10,7,10,addition
( 30 * 81 ) % 10,0,10,addition
