input,output,modulus,operation
(72 + 34 * 47) % 10,0,10,addAndMulti
(74 * 84 + 4) % 10,0,10,addAndMulti
(69 * 74 + 20) % 10,6,10,addAndMulti
(44 + 50 + 46) % 10,0,10,addition
(8 * 56 + 67) % 10,5,10,addAndMulti
(92 * 17 + 84) % 10,8,10,addAndMulti
(96 + 75 * 10) % 10,6,10,addAndMulti
(89 + 17 * 88) % 10,5,10,addAndMulti
(86 * 88 * 84) % 10,2,10,multiplication
(16 + 84 + 37) % 10,7,10,addition
(97 * 31 + 97) % 10,4,10,addAndMulti
(65 * 98 + 45) % 10,5,10,addAndMulti
(16 * 1 + 35) % 10,1,10,addAndMulti
(48 * 44 * 86) % 10,2,10,multiplication
(39 * 26 * 84) % 10,6,10,multiplication
(69 * 65 * 58) % 10,0,10,multiplication
(68 * 84 + 21) % 10,3,10,addAndMulti
(60 * 62 * 38) % 10,0,10,multiplication
(48 * 12 + 92) % 10,8,10,addAndMulti
(89 * 77 + 92) % 10,5,10,addAndMulti
(84 * 32 * 0) % 10,0,10,multiplication
(70 + 42 * 13) % 10,6,10,addAndMulti
(69 + 2 * 80) % 10,9,10,addAndMulti
(89 + 3 + 2) % 10,4,10,addition
(90 * 38 + 78) % 10,8,10,addAndMulti
(82 * 77 * 53) % 10,2,10,multiplication
(57 * 11 * 47) % 10,9,10,multiplication
(31 * 54 + 65) % 10,9,10,addAndMulti
(42 * 59 + 84) % 10,2,10,addAndMulti
(77 * 36 * 32) % 10,4,10,multiplication
(20 * 6 * 7) % 10,0,10,multiplication
(65 * 77 + 68) % 10,3,10,addAndMulti
(59 * 56 + 36) % 10,0,10,addAndMulti
(34 * 13 + 29) % 10,1,10,addAndMulti
(13 + 28 + 1) % 10,2,10,addition
(48 * 22 * 56) % 10,6,10,multiplication
(74 * 57 + 0) % 10,8,10,addAndMulti
(78 * 20 + 96) % 10,6,10,addAndMulti
(80 * 82 * 38) % 10,0,10,multiplication
(62 * 66 + 50) % 10,2,10,addAndMulti
(39 * 34 * 54) % 10,4,10,multiplication
(34 * 71 * 65) % 10,0,10,multiplication
(47 * 56 * 29) % 10,8,10,multiplication
(82 + 48 * 37) % 10,8,10,addAndMulti
(98 + 92 * 72) % 10,2,10,addAndMulti
(83 * 79 * 20) % 10,0,10,multiplication
(46 + 90 + 95) % 10,1,10,addition
(63 * 29 + 62) % 10,9,10,addAndMulti
(56 * 75 * 9) % 10,0,10,multiplication
(28 + 89 * 45) % 10,3,10,addAndMulti
(63 * 87 * 23) % 10,3,10,multiplication
(56 + 38 * 93) % 10,0,10,addAndMulti
(65 * 82 * 32) % 10,0,10,multiplication
(39 + 97 + 17) % 10,3,10,addition
(6 * 89 * 67) % 10,8,10,multiplication
(45 * 42 * 62) % 10,0,10,multiplication
(53 + 37 * 4) % 10,1,10,addAndMulti
(53 + 2 * 1) % 10,5,10,addAndMulti
(80 + 22 + 89) % 10,1,10,addition
(41 + 51 + 39) % 10,1,10,addition
(3 * 21 * 67) % 10,1,10,multiplication
(25 * 8 * 91) % 10,0,10,multiplication
(46 * 44 * 25) % 10,0,10,multiplication
(2 + 72 + 66) % 10,0,10,addition
(23 + 26 * 88) % 10,1,10,addAndMulti
(75 * 81 + 11) % 10,6,10,addAndMulti
(9 * 57 + 35) % 10,8,10,addAndMulti
(83 * 17 * 86) % 10,6,10,multiplication
(24 + 68 * 36) % 10,2,10,addAndMulti
(10 + 84 + 10) % 10,4,10,addition
(34 + 99 + 83) % 10,6,10,addition
(58 + 17 + 96) % 10,1,10,addition
(32 * 20 + 81) % 10,1,10,addAndMulti
(42 + 89 + 59) % 10,0,10,addition
(60 + 98 * 22) % 10,6,10,addAndMulti
(99 * 55 + 13) % 10,8,10,addAndMulti
(52 + 2 * 96) % 10,4,10,addAndMulti
(94 * 85 * 41) % 10,0,10,multiplication
(73 + 58 * 8) % 10,7,10,addAndMulti
(54 + 53 * 40) % 10,4,10,addAndMulti
(63 * 80 * 34) % 10,0,10,multiplication
(42 * 69 + 46) % 10,4,10,addAndMulti
(25 + 81 * 67) % 10,2,10,addAndMulti
(29 * 71 + 56) % 10,5,10,addAndMulti
(26 * 71 + 40) % 10,6,10,addAndMulti
(58 + 30 + 1) % 10,9,10,addition
(98 + 89 + 57) % 10,4,10,addition
(46 + 50 + 79) % 10,5,10,addition
(55 + 54 + 24) % 10,3,10,addition
(66 + 8 * 49) % 10,8,10,addAndMulti
(67 + 0 * 48) % 10,7,10,addAndMulti
(17 + 73 * 35) % 10,2,10,addAndMulti
(64 + 45 + 36) % 10,5,10,addition
(87 + 31 + 80) % 10,8,10,addition
(98 + 33 + 87) % 10,8,10,addition
(35 + 10 * 78) % 10,5,10,addAndMulti
(17 + 85 * 39) % 10,2,10,addAndMulti
(32 * 50 + 86) % 10,6,10,addAndMulti
(46 + 6 + 34) % 10,6,10,addition
(4 + 55 * 40) % 10,4,10,addAndMulti
(93 + 68 * 36) % 10,1,10,addAndMulti
(42 * 50 * 16) % 10,0,10,multiplication
(83 + 15 * 82) % 10,3,10,addAndMulti
(88 * 86 + 51) % 10,9,10,addAndMulti
(14 * 6 * 84) % 10,6,10,multiplication
(44 + 9 * 79) % 10,5,10,addAndMulti
(46 * 50 * 67) % 10,0,10,multiplication
(50 + 58 * 73) % 10,4,10,addAndMulti
(99 + 87 + 60) % 10,6,10,addition
(40 * 77 * 22) % 10,0,10,multiplication
(76 * 58 + 1) % 10,9,10,addAndMulti
(21 + 17 * 39) % 10,4,10,addAndMulti
(61 * 99 + 24) % 10,3,10,addAndMulti
(19 * 56 * 5) % 10,0,10,multiplication
(18 + 36 + 20) % 10,4,10,addition
(33 * 21 + 52) % 10,5,10,addAndMulti
(62 + 88 + 13) % 10,3,10,addition
(81 * 26 + 87) % 10,3,10,addAndMulti
(6 + 14 * 29) % 10,2,10,addAndMulti
(61 * 66 * 86) % 10,6,10,multiplication
(18 * 58 * 80) % 10,0,10,multiplication
(18 + 72 * 94) % 10,6,10,addAndMulti
(25 + 68 * 44) % 10,7,10,addAndMulti
(75 * 58 * 44) % 10,0,10,multiplication
(40 + 24 + 43) % 10,7,10,addition
(24 * 97 * 64) % 10,2,10,multiplication
(13 + 59 + 5) % 10,7,10,addition
(94 + 46 * 90) % 10,4,10,addAndMulti
(75 * 97 * 80) % 10,0,10,multiplication
(31 * 90 * 67) % 10,0,10,multiplication
(28 * 34 + 14) % 10,6,10,addAndMulti
(18 + 11 * 59) % 10,7,10,addAndMulti
(99 * 64 + 52) % 10,8,10,addAndMulti
(53 * 5 + 45) % 10,0,10,addAndMulti
(23 * 28 + 24) % 10,8,10,addAndMulti
(82 + 41 * 4) % 10,6,10,addAndMulti
(2 * 5 * 99) % 10,0,10,multiplication
(2 + 67 * 69) % 10,5,10,addAndMulti
(96 + 92 * 12) % 10,0,10,addAndMulti
(11 + 19 + 71) % 10,1,10,addition
(14 * 29 * 4) % 10,4,10,multiplication
(83 + 98 * 14) % 10,5,10,addAndMulti
(23 + 90 + 10) % 10,3,10,addition
(22 * 53 * 85) % 10,0,10,multiplication
(3 * 51 * 42) % 10,6,10,multiplication
(73 + 56 + 37) % 10,6,10,addition
(37 + 8 + 8) % 10,3,10,addition
(31 + 68 + 36) % 10,5,10,addition
(49 * 95 + 95) % 10,0,10,addAndMulti
(13 + 86 * 25) % 10,3,10,addAndMulti
(83 * 19 * 80) % 10,0,10,multiplication
(59 * 10 + 21) % 10,1,10,addAndMulti
(99 * 54 + 90) % 10,6,10,addAndMulti
(27 * 89 * 18) % 10,4,10,multiplication
(96 * 17 * 66) % 10,2,10,multiplication
(33 + 34 + 35) % 10,2,10,addition
(29 * 64 + 5) % 10,1,10,addAndMulti
(16 * 91 * 27) % 10,2,10,multiplication
(10 + 0 + 22) % 10,2,10,addition
(58 + 81 * 65) % 10,3,10,addAndMulti
(2 + 88 * 27) % 10,8,10,addAndMulti
(19 + 3 * 43) % 10,8,10,addAndMulti
(6 * 84 + 6) % 10,0,10,addAndMulti
(37 + 42 + 99) % 10,8,10,addition
(23 + 75 + 99) % 10,7,10,addition
(48 + 24 * 42) % 10,6,10,addAndMulti
(99 * 13 + 27) % 10,4,10,addAndMulti
(37 + 93 + 53) % 10,3,10,addition
(63 + 34 + 97) % 10,4,10,addition
(34 + 83 * 63) % 10,3,10,addAndMulti
(89 * 56 + 14) % 10,8,10,addAndMulti
(10 + 60 + 70) % 10,0,10,addition
(35 + 63 * 73) % 10,4,10,addAndMulti
(26 * 32 + 12) % 10,4,10,addAndMulti
(8 * 83 * 92) % 10,8,10,multiplication
(22 * 62 + 0) % 10,4,10,addAndMulti
(56 + 88 * 97) % 10,2,10,addAndMulti
(22 + 40 + 96) % 10,8,10,addition
(58 * 17 * 59) % 10,4,10,multiplication
(26 + 9 * 33) % 10,3,10,addAndMulti
(42 + 11 * 27) % 10,9,10,addAndMulti
(34 * 56 * 40) % 10,0,10,multiplication
(73 + 39 + 77) % 10,9,10,addition
(70 + 1 + 91) % 10,2,10,addition
(29 * 69 + 3) % 10,4,10,addAndMulti
(96 * 81 * 81) % 10,6,10,multiplication
(88 * 58 * 29) % 10,6,10,multiplication
(20 * 55 + 8) % 10,8,10,addAndMulti
(24 + 36 + 3) % 10,3,10,addition
(13 + 28 * 51) % 10,1,10,addAndMulti
(25 * 71 + 1) % 10,6,10,addAndMulti
(62 + 25 * 94) % 10,2,10,addAndMulti
(57 * 73 + 94) % 10,5,10,addAndMulti
(7 + 28 * 34) % 10,9,10,addAndMulti
(99 + 8 + 47) % 10,4,10,addition
(13 + 82 * 56) % 10,5,10,addAndMulti
(28 + 23 + 20) % 10,1,10,addition
(66 + 93 * 87) % 10,7,10,addAndMulti
(19 * 74 * 99) % 10,4,10,multiplication
(50 + 46 + 37) % 10,3,10,addition
(36 * 79 * 35) % 10,0,10,multiplication
(85 + 17 + 80) % 10,2,10,addition
(6 * 5 + 47) % 10,7,10,addAndMulti
(65 + 21 + 33) % 10,9,10,addition
(90 + 39 * 38) % 10,2,10,addAndMulti
(53 * 52 * 96) % 10,6,10,multiplication
(57 * 63 + 56) % 10,7,10,addAndMulti
(14 + 98 * 59) % 10,6,10,addAndMulti
(47 + 80 + 73) % 10,0,10,addition
(22 + 12 + 95) % 10,9,10,addition
(41 * 41 + 77) % 10,8,10,addAndMulti
(77 + 92 + 68) % 10,7,10,addition
(51 * 86 + 44) % 10,0,10,addAndMulti
(24 + 74 * 86) % 10,8,10,addAndMulti
(73 + 71 * 44) % 10,7,10,addAndMulti
(56 + 10 + 90) % 10,6,10,addition
(13 * 59 * 20) % 10,0,10,multiplication
(78 * 78 + 22) % 10,6,10,addAndMulti
(71 * 38 * 90) % 10,0,10,multiplication
(14 * 33 * 62) % 10,4,10,multiplication
(96 * 93 + 26) % 10,4,10,addAndMulti
(81 + 87 * 64) % 10,9,10,addAndMulti
(37 * 96 * 54) % 10,8,10,multiplication
(33 * 21 * 28) % 10,4,10,multiplication
(36 + 46 * 2) % 10,8,10,addAndMulti
(4 * 87 + 46) % 10,4,10,addAndMulti
(89 + 19 + 60) % 10,8,10,addition
(26 * 66 + 98) % 10,4,10,addAndMulti
(26 * 3 + 63) % 10,1,10,addAndMulti
(11 + 50 + 91) % 10,2,10,addition
(29 * 94 * 97) % 10,2,10,multiplication
(34 * 25 + 15) % 10,5,10,addAndMulti
(45 * 75 * 48) % 10,0,10,multiplication
(60 * 6 + 45) % 10,5,10,addAndMulti
(9 + 48 + 51) % 10,8,10,addition
(91 + 19 * 97) % 10,4,10,addAndMulti
(27 + 12 + 25) % 10,4,10,addition
(90 + 3 + 76) % 10,9,10,addition
(94 * 51 + 52) % 10,6,10,addAndMulti
(99 * 55 + 92) % 10,7,10,addAndMulti
(95 * 56 + 63) % 10,3,10,addAndMulti
(85 * 86 * 35) % 10,0,10,multiplication
(83 * 60 * 59) % 10,0,10,multiplication
(18 * 47 * 24) % 10,4,10,multiplication
(12 * 41 * 12) % 10,4,10,multiplication
(3 + 42 * 60) % 10,3,10,addAndMulti
(39 + 24 * 64) % 10,5,10,addAndMulti
(56 + 45 * 52) % 10,6,10,addAndMulti
(20 + 10 * 75) % 10,0,10,addAndMulti
(89 * 9 + 14) % 10,5,10,addAndMulti
(15 * 35 * 45) % 10,5,10,multiplication
(40 * 51 + 35) % 10,5,10,addAndMulti
(54 + 84 * 56) % 10,8,10,addAndMulti
(65 * 93 + 93) % 10,8,10,addAndMulti
(68 + 20 * 7) % 10,8,10,addAndMulti
(85 + 31 * 96) % 10,1,10,addAndMulti
(82 * 79 + 13) % 10,1,10,addAndMulti
(84 * 10 + 9) % 10,9,10,addAndMulti
(52 * 79 * 56) % 10,8,10,multiplication
(59 * 84 + 93) % 10,9,10,addAndMulti
(26 + 8 + 32) % 10,6,10,addition
(84 * 74 + 39) % 10,5,10,addAndMulti
(1 * 7 * 29) % 10,3,10,multiplication
(60 * 74 + 14) % 10,4,10,addAndMulti
(94 * 99 + 58) % 10,4,10,addAndMulti
(64 * 23 * 80) % 10,0,10,multiplication
(87 * 16 + 12) % 10,4,10,addAndMulti
(47 * 17 * 48) % 10,2,10,multiplication
(22 + 14 + 95) % 10,1,10,addition
(74 + 49 * 69) % 10,5,10,addAndMulti
(63 * 54 + 8) % 10,0,10,addAndMulti
(46 + 73 + 85) % 10,4,10,addition
(18 + 23 + 46) % 10,7,10,addition
(33 + 99 + 33) % 10,5,10,addition
(38 * 0 + 61) % 10,1,10,addAndMulti
(80 * 52 * 16) % 10,0,10,multiplication
(37 * 75 * 23) % 10,5,10,multiplication
(13 + 33 + 65) % 10,1,10,addition
(84 * 35 * 56) % 10,0,10,multiplication
(48 + 26 + 28) % 10,2,10,addition
(33 * 69 + 72) % 10,9,10,addAndMulti
(9 + 88 + 33) % 10,0,10,addition
(77 * 64 + 21) % 10,9,10,addAndMulti
(28 * 26 * 99) % 10,2,10,multiplication
(9 * 15 + 4) % 10,9,10,addAndMulti
(45 + 69 * 91) % 10,4,10,addAndMulti
(81 + 46 + 45) % 10,2,10,addition
(57 * 11 * 0) % 10,0,10,multiplication
(76 + 79 * 17) % 10,9,10,addAndMulti
(13 + 95 * 76) % 10,3,10,addAndMulti
(41 * 90 * 3) % 10,0,10,multiplication
(5 + 30 + 54) % 10,9,10,addition
(63 * 31 * 82) % 10,6,10,multiplication
(10 * 98 + 59) % 10,9,10,addAndMulti
(50 + 21 * 28) % 10,8,10,addAndMulti
(12 + 26 + 82) % 10,0,10,addition
(75 * 60 + 64) % 10,4,10,addAndMulti
(84 + 90 * 21) % 10,4,10,addAndMulti
(14 * 31 * 56) % 10,4,10,multiplication
(43 + 57 + 3) % 10,3,10,addition
(11 + 50 * 63) % 10,1,10,addAndMulti
(78 * 78 + 70) % 10,4,10,addAndMulti
(10 * 65 + 40) % 10,0,10,addAndMulti
(77 * 33 * 59) % 10,9,10,multiplication
(30 * 18 + 57) % 10,7,10,addAndMulti
(91 + 66 * 37) % 10,3,10,addAndMulti
(90 * 86 + 50) % 10,0,10,addAndMulti
(80 * 4 * 41) % 10,0,10,multiplication
(36 * 44 + 95) % 10,9,10,addAndMulti
(74 * 17 * 89) % 10,2,10,multiplication
(77 * 92 + 51) % 10,5,10,addAndMulti
(57 + 46 * 8) % 10,5,10,addAndMulti
(96 * 72 * 90) % 10,0,10,multiplication
(48 * 26 + 52) % 10,0,10,addAndMulti
(64 * 10 * 40) % 10,0,10,multiplication
(80 * 57 * 69) % 10,0,10,multiplication
(38 + 13 * 3) % 10,7,10,addAndMulti
(18 + 19 + 60) % 10,7,10,addition
(13 + 66 + 97) % 10,6,10,addition
(12 + 47 * 40) % 10,2,10,addAndMulti
(27 * 56 * 19) % 10,8,10,multiplication
(81 + 69 * 31) % 10,0,10,addAndMulti
(2 + 91 * 51) % 10,3,10,addAndMulti
(15 + 38 + 32) % 10,5,10,addition
(26 * 64 * 21) % 10,4,10,multiplication
(45 * 69 * 18) % 10,0,10,multiplication
(54 * 81 * 86) % 10,4,10,multiplication
(3 * 10 * 47) % 10,0,10,multiplication
(0 * 98 + 30) % 10,0,10,addAndMulti
(15 * 14 + 46) % 10,6,10,addAndMulti
(35 + 50 + 44) % 10,9,10,addition
(92 + 82 * 2) % 10,6,10,addAndMulti
(98 * 92 + 32) % 10,8,10,addAndMulti
(4 + 19 + 99) % 10,2,10,addition
(70 * 30 * 38) % 10,0,10,multiplication
(3 + 99 * 10) % 10,3,10,addAndMulti
(2 + 43 + 14) % 10,9,10,addition
(4 + 37 + 9) % 10,0,10,addition
(49 * 0 * 63) % 10,0,10,multiplication
(74 + 31 + 3) % 10,8,10,addition
(3 + 78 * 91) % 10,1,10,addAndMulti
(38 + 26 * 17) % 10,0,10,addAndMulti
(82 * 83 + 48) % 10,4,10,addAndMulti
(99 * 31 + 98) % 10,7,10,addAndMulti
(57 + 8 + 73) % 10,8,10,addition
(61 * 86 + 70) % 10,6,10,addAndMulti
(39 + 76 * 31) % 10,5,10,addAndMulti
(28 * 55 * 73) % 10,0,10,multiplication
(31 + 87 + 25) % 10,3,10,addition
(42 * 72 * 73) % 10,2,10,multiplication
(65 + 40 * 24) % 10,5,10,addAndMulti
(64 * 13 * 34) % 10,8,10,multiplication
(47 + 26 + 8) % 10,1,10,addition
(62 + 41 + 90) % 10,3,10,addition
(32 + 27 * 72) % 10,6,10,addAndMulti
(43 + 16 * 66) % 10,9,10,addAndMulti
(65 * 83 * 42) % 10,0,10,multiplication
(54 + 10 * 69) % 10,4,10,addAndMulti
(96 * 87 + 45) % 10,7,10,addAndMulti
(87 * 71 * 16) % 10,2,10,multiplication
(87 * 86 * 31) % 10,2,10,multiplication
(26 * 44 + 60) % 10,4,10,addAndMulti
(93 + 71 + 41) % 10,5,10,addition
(70 * 51 + 29) % 10,9,10,addAndMulti
(29 + 19 * 70) % 10,9,10,addAndMulti
(94 + 64 * 3) % 10,6,10,addAndMulti
(13 + 98 + 16) % 10,7,10,addition
(77 + 17 * 49) % 10,0,10,addAndMulti
(72 * 61 + 9) % 10,1,10,addAndMulti
(2 * 52 + 87) % 10,1,10,addAndMulti
(34 * 76 + 33) % 10,7,10,addAndMulti
(7 * 95 * 77) % 10,5,10,multiplication
(84 + 74 + 86) % 10,4,10,addition
(84 + 32 * 28) % 10,0,10,addAndMulti
(64 + 25 * 93) % 10,9,10,addAndMulti
(94 * 82 + 25) % 10,3,10,addAndMulti
(24 * 21 + 73) % 10,7,10,addAndMulti
(16 + 4 * 98) % 10,8,10,addAndMulti
(25 + 50 + 82) % 10,7,10,addition
(52 + 68 * 85) % 10,2,10,addAndMulti
(95 * 31 * 87) % 10,5,10,multiplication
(0 + 1 * 66) % 10,6,10,addAndMulti
(14 * 33 * 73) % 10,6,10,multiplication
(15 + 89 + 74) % 10,8,10,addition
(22 * 54 * 80) % 10,0,10,multiplication
(72 + 85 + 16) % 10,3,10,addition
(72 * 74 + 98) % 10,6,10,addAndMulti
(53 + 22 + 56) % 10,1,10,addition
(2 * 60 * 77) % 10,0,10,multiplication
(33 + 75 + 41) % 10,9,10,addition
(4 + 0 + 17) % 10,1,10,addition
(60 * 19 * 33) % 10,0,10,multiplication
(26 * 77 + 26) % 10,8,10,addAndMulti
(74 * 78 + 12) % 10,4,10,addAndMulti
(36 * 91 + 74) % 10,0,10,addAndMulti
(23 + 29 * 79) % 10,4,10,addAndMulti
(32 * 27 + 12) % 10,6,10,addAndMulti
(47 * 67 * 34) % 10,6,10,multiplication
(69 * 0 + 3) % 10,3,10,addAndMulti
(65 + 82 * 47) % 10,9,10,addAndMulti
(90 * 8 + 9) % 10,9,10,addAndMulti
(35 + 52 + 10) % 10,7,10,addition
(94 + 39 * 56) % 10,8,10,addAndMulti
(91 + 92 * 30) % 10,1,10,addAndMulti
(80 + 66 + 77) % 10,3,10,addition
(2 + 53 * 22) % 10,8,10,addAndMulti
(94 + 48 + 89) % 10,1,10,addition
(3 + 13 + 48) % 10,4,10,addition
(70 + 91 * 79) % 10,9,10,addAndMulti
(21 + 97 + 98) % 10,6,10,addition
(62 * 63 + 59) % 10,5,10,addAndMulti
(42 + 76 + 22) % 10,0,10,addition
(58 * 12 * 52) % 10,2,10,multiplication
(12 + 86 + 73) % 10,1,10,addition
(25 + 92 + 25) % 10,2,10,addition
(67 + 68 * 70) % 10,7,10,addAndMulti
(14 + 83 + 4) % 10,1,10,addition
(32 * 64 * 49) % 10,2,10,multiplication
(79 * 29 + 7) % 10,8,10,addAndMulti
(9 * 53 * 6) % 10,2,10,multiplication
(43 + 20 * 60) % 10,3,10,addAndMulti
(78 * 14 * 37) % 10,4,10,multiplication
(70 + 13 * 78) % 10,4,10,addAndMulti
(77 + 99 + 32) % 10,8,10,addition
(60 * 28 * 49) % 10,0,10,multiplication
(91 * 16 + 54) % 10,0,10,addAndMulti
(88 * 41 + 40) % 10,8,10,addAndMulti
(44 + 93 * 81) % 10,7,10,addAndMulti
(90 * 78 + 53) % 10,3,10,addAndMulti
(72 + 18 + 2) % 10,2,10,addition
(86 + 56 + 4) % 10,6,10,addition
(92 * 66 + 3) % 10,5,10,addAndMulti
(26 + 51 + 57) % 10,4,10,addition
(57 * 39 + 0) % 10,3,10,addAndMulti
(27 + 39 + 0) % 10,6,10,addition
(59 + 62 + 37) % 10,8,10,addition
(54 * 11 * 5) % 10,0,10,multiplication
(55 + 95 * 80) % 10,5,10,addAndMulti
(26 * 78 * 47) % 10,6,10,multiplication
(13 * 12 * 26) % 10,6,10,multiplication
(76 + 19 + 3) % 10,8,10,addition
(75 + 40 * 73) % 10,5,10,addAndMulti
(48 + 91 * 96) % 10,4,10,addAndMulti
(74 * 28 + 19) % 10,1,10,addAndMulti
(38 + 51 + 18) % 10,7,10,addition
(54 + 79 + 25) % 10,8,10,addition
(57 * 46 * 23) % 10,6,10,multiplication
(31 * 15 * 96) % 10,0,10,multiplication
(78 + 61 + 31) % 10,0,10,addition
(23 + 38 + 55) % 10,6,10,addition
(57 + 70 + 46) % 10,3,10,addition
(82 * 89 + 34) % 10,2,10,addAndMulti
(61 + 10 + 58) % 10,9,10,addition
(18 * 75 + 55) % 10,5,10,addAndMulti
(5 * 59 * 15) % 10,5,10,multiplication
(24 * 55 * 56) % 10,0,10,multiplication
(80 + 1 + 15) % 10,6,10,addition
(63 + 51 + 48) % 10,2,10,addition
(94 * 65 + 97) % 10,7,10,addAndMulti
(91 + 77 * 62) % 10,5,10,addAndMulti
(86 * 79 * 71) % 10,4,10,multiplication
(11 * 81 * 41) % 10,1,10,multiplication
(15 * 51 * 69) % 10,5,10,multiplication
(82 + 5 + 7) % 10,4,10,addition
(40 * 73 + 80) % 10,0,10,addAndMulti
(1 + 30 * 51) % 10,1,10,addAndMulti
(9 + 90 + 92) % 10,1,10,addition
(97 * 64 + 8) % 10,6,10,addAndMulti
(62 + 70 * 29) % 10,2,10,addAndMulti
(80 * 41 * 79) % 10,0,10,multiplication
(70 * 5 * 93) % 10,0,10,multiplication
(52 + 72 * 97) % 10,6,10,addAndMulti
(7 + 26 * 95) % 10,7,10,addAndMulti
(27 * 82 + 40) % 10,4,10,addAndMulti
(23 * 68 * 63) % 10,2,10,multiplication
(32 + 3 + 25) % 10,0,10,addition
(55 + 41 * 48) % 10,3,10,addAndMulti
(97 * 69 * 73) % 10,9,10,multiplication
(40 + 45 * 28) % 10,0,10,addAndMulti
(29 + 45 * 15) % 10,4,10,addAndMulti
(50 * 77 * 97) % 10,0,10,multiplication
(88 * 22 + 29) % 10,5,10,addAndMulti
(97 + 80 + 37) % 10,4,10,addition
(86 * 17 + 74) % 10,6,10,addAndMulti
(75 + 63 * 92) % 10,1,10,addAndMulti
(45 * 51 + 78) % 10,3,10,addAndMulti
(61 + 95 * 78) % 10,1,10,addAndMulti
(76 * 75 * 83) % 10,0,10,multiplication
(55 + 82 * 91) % 10,7,10,addAndMulti
(31 + 93 * 76) % 10,9,10,addAndMulti
(2 + 21 * 17) % 10,9,10,addAndMulti
(98 * 53 + 63) % 10,7,10,addAndMulti
(64 + 74 + 1) % 10,9,10,addition
(79 * 62 + 94) % 10,2,10,addAndMulti
(71 * 33 * 13) % 10,9,10,multiplication
(30 + 18 * 24) % 10,2,10,addAndMulti
(82 * 89 + 97) % 10,5,10,addAndMulti
(98 + 51 * 51) % 10,9,10,addAndMulti
(83 + 35 * 74) % 10,3,10,addAndMulti
(55 * 63 + 13) % 10,8,10,addAndMulti
(84 + 70 * 23) % 10,4,10,addAndMulti
(68 + 70 + 60) % 10,8,10,addition
(70 * 36 + 28) % 10,8,10,addAndMulti
(40 + 81 * 30) % 10,0,10,addAndMulti
(25 + 33 * 10) % 10,5,10,addAndMulti
(91 * 89 * 0) % 10,0,10,multiplication
(78 + 46 + 9) % 10,3,10,addition
(52 * 86 * 4) % 10,8,10,multiplication
(41 + 83 * 37) % 10,2,10,addAndMulti
(39 + 87 + 69) % 10,5,10,addition
(24 * 79 + 94) % 10,0,10,addAndMulti
(80 + 33 + 42) % 10,5,10,addition
(5 + 20 * 7) % 10,5,10,addAndMulti
(10 * 91 * 76) % 10,0,10,multiplication
(40 + 46 + 18) % 10,4,10,addition
(1 + 64 * 90) % 10,1,10,addAndMulti
(35 * 65 * 25) % 10,5,10,multiplication
(85 * 3 * 99) % 10,5,10,multiplication
(95 + 39 + 54) % 10,8,10,addition
(73 * 21 + 54) % 10,7,10,addAndMulti
(72 + 14 + 74) % 10,0,10,addition
(85 * 96 * 60) % 10,0,10,multiplication
(43 * 77 + 75) % 10,6,10,addAndMulti
(8 * 83 + 49) % 10,3,10,addAndMulti
(62 * 92 * 23) % 10,2,10,multiplication
(42 + 45 + 12) % 10,9,10,addition
(61 * 67 + 55) % 10,2,10,addAndMulti
(49 * 4 + 18) % 10,4,10,addAndMulti
(73 + 69 + 8) % 10,0,10,addition
(13 * 31 * 10) % 10,0,10,multiplication
(28 * 24 + 59) % 10,1,10,addAndMulti
(2 + 83 * 96) % 10,0,10,addAndMulti
(1 * 78 + 95) % 10,3,10,addAndMulti
(17 * 0 + 6) % 10,6,10,addAndMulti
(43 + 89 * 1) % 10,2,10,addAndMulti
(10 + 40 * 71) % 10,0,10,addAndMulti
(15 * 32 + 37) % 10,7,10,addAndMulti
(61 * 30 + 39) % 10,9,10,addAndMulti
(69 * 81 * 84) % 10,6,10,multiplication
(44 + 86 * 64) % 10,8,10,addAndMulti
(20 * 23 + 21) % 10,1,10,addAndMulti
(3 * 16 + 74) % 10,2,10,addAndMulti
(48 * 51 + 71) % 10,9,10,addAndMulti
(6 + 71 + 78) % 10,5,10,addition
(40 * 55 * 35) % 10,0,10,multiplication
(87 + 29 * 7) % 10,0,10,addAndMulti
(70 * 82 * 87) % 10,0,10,multiplication
(83 + 27 * 53) % 10,4,10,addAndMulti
(8 * 52 * 86) % 10,6,10,multiplication
(95 + 76 * 41) % 10,1,10,addAndMulti
(24 + 68 + 16) % 10,8,10,addition
(49 * 20 + 64) % 10,4,10,addAndMulti
(82 + 99 + 40) % 10,1,10,addition
(39 * 38 * 45) % 10,0,10,multiplication
(85 * 3 + 81) % 10,6,10,addAndMulti
(82 * 72 + 14) % 10,8,10,addAndMulti
(28 + 80 * 24) % 10,8,10,addAndMulti
(4 * 15 * 19) % 10,0,10,multiplication
(43 + 6 + 10) % 10,9,10,addition
(28 * 98 * 63) % 10,2,10,multiplication
(69 * 22 * 52) % 10,6,10,multiplication
(63 + 67 * 23) % 10,4,10,addAndMulti
(91 * 48 * 34) % 10,2,10,multiplication
(57 * 49 * 25) % 10,5,10,multiplication
(83 + 83 * 68) % 10,7,10,addAndMulti
(39 * 39 + 35) % 10,6,10,addAndMulti
(5 + 6 * 30) % 10,5,10,addAndMulti
(16 * 14 + 43) % 10,7,10,addAndMulti
(57 * 95 * 35) % 10,5,10,multiplication
